"title","fiscal_year","n","median_base","median_total_comp","real_median_total","total_ot_paid","mean_ot_paid","median_ot_hours","ot_share_of_pay","pct_with_ot","suppressed"
"SUPERVISOR",2021,1344,108846,144258.97,171470.805758794,53546362.65,39841.0436383928,471,0.270825623135143,0.933779761904762,FALSE
"SUPERVISOR",2022,1334,96529,141478.965,160086.025926793,43075932.08,32290.8036581709,392,0.224615433766544,0.928785607196402,FALSE
"SUPERVISOR",2023,1333,112111,138930.8,149305.484444007,34584914.47,25945.1721455364,284.75,0.185250953416891,0.927981995498875,FALSE
"SUPERVISOR",2024,1305,119517,140328.41,145806.91211767,34865043.42,26716.5083678161,287,0.188876658661787,0.925670498084291,FALSE
"SUPERVISOR",2025,1380,114201,149213.57,149213.57,39389990.69,28543.4715144927,286.75,0.189317311950751,0.934782608695652,FALSE
"SUPERVISOR ASSIGNED",2014,15,,,,0,,,,,TRUE
"SUPERVISOR ASSIGNED",2015,15,,,,0,,,,,TRUE
"SUPERVISOR ASSIGNED",2016,19,,,,0,,,,,TRUE
"SUPERVISOR ASSIGNED",2017,21,,,,0,,,,,TRUE
"SUPERVISOR ASSIGNED",2018,21,,,,0,,,,,TRUE
"SUPERVISOR ASSIGNED",2019,19,,,,0,,,,,TRUE
"SUPERVISOR ASSIGNED",2020,21,,,,0,,,,,TRUE
"SUPERVISOR ASSIGNED",2021,20,,,,0,,,,,TRUE
"SUPERVISOR ASSIGNED",2022,25,,,,0,,,,,TRUE
"SUPERVISOR ASSIGNED",2023,25,,,,0,,,,,TRUE
"SUPERVISOR ASSIGNED",2024,28,,,,0,,,,,TRUE
"SUPERVISOR ASSIGNED",2025,30,171674,169994.535,169994.535,0,0,0,0,0,FALSE
"SUPERVISOR ELECTRICIAN",2018,1,,,,44537.54,,,,,TRUE
"SUPERVISOR I",2014,513,49646,54409.81,71562.1423725351,640962.96,1249.44046783626,0,0.0222301381501745,0.376218323586745,FALSE
"SUPERVISOR I",2015,474,51955,61277.265,80206.0822829978,647144.67,1365.28411392405,0,0.0219563534741715,0.59704641350211,FALSE
"SUPERVISOR I",2016,446,53274,57463.685,74782.6996330896,538785.66,1208.03959641256,0,0.0205520775201664,0.396860986547085,FALSE
"SUPERVISOR I",2017,426,54886,62882.105,80415.8136532726,873031.94,2049.37075117371,0,0.0320338738932019,0.462441314553991,FALSE
"SUPERVISOR I",2018,407,54876,62292.29,78270.3470898505,1099957.55,2702.5984029484,0,0.042672344412752,0.484029484029484,FALSE
"SUPERVISOR I",2019,401,57245,65557.75,80938.5524803036,1212891.86,3024.66798004988,1,0.0456164739289448,0.551122194513716,FALSE
"SUPERVISOR I",2020,406,58965,65739.97,79753.4165833428,1063153.7,2618.60517241379,0,0.0398707802391494,0.477832512315271,FALSE
"SUPERVISOR I",2021,385,58965,67545.06,80286.209330526,1309048.32,3400.12550649351,0,0.0492595768839291,0.355844155844156,FALSE
"SUPERVISOR I",2022,354,58938,67680.655,76581.893930821,3655383.17,10325.9411581921,16.625,0.136855936315345,0.590395480225989,FALSE
"SUPERVISOR I",2023,354,64412,77534.235,83324.1190410658,5668914.25,16013.8820621469,71.125,0.179658350187849,0.742937853107345,FALSE
"SUPERVISOR I",2024,356,66343,76814.225,79813.0966777286,5513137.44,15486.3411235955,129.625,0.180481733893852,0.702247191011236,FALSE
"SUPERVISOR I",2025,339,68498,76331.91,76331.91,3056489.18,9016.19227138643,47,0.109852815366798,0.666666666666667,FALSE
"SUPERVISOR I SOCIAL WORK",2014,36,55119,59761.53,78600.9566705072,28755.62,798.767222222222,0,0.0128607508753541,0.277777777777778,FALSE
"SUPERVISOR I SOCIAL WORK",2015,33,57641,65885.06,86237.2454707345,34772.32,1053.70666666667,0,0.0156218861221436,0.454545454545455,FALSE
"SUPERVISOR I SOCIAL WORK",2016,37,59082,63060.89,82066.8496192909,43840.31,1184.87324324324,0,0.0183629354409076,0.297297297297297,FALSE
"SUPERVISOR I SOCIAL WORK",2017,38,60854,67681.26,86553.1392751355,62610.61,1647.64763157895,0,0.0253803080085418,0.421052631578947,FALSE
"SUPERVISOR I SOCIAL WORK",2018,46,60854,66117.27,83076.4396610457,58168.04,1264.52260869565,0,0.0194097263617538,0.347826086956522,FALSE
"SUPERVISOR I SOCIAL WORK",2019,47,63468,69335.21,85602.2595851424,114272.6,2431.33191489362,0,0.0359555669407541,0.425531914893617,FALSE
"SUPERVISOR I SOCIAL WORK",2020,30,65372,70224.945,85194.4303157932,44968.85,1498.96166666667,0,0.0212415182378213,0.366666666666667,FALSE
"SUPERVISOR I SOCIAL WORK",2021,28,,,,57766.03,,,,,TRUE
"SUPERVISOR I SOCIAL WORK",2022,20,,,,52470.4,,,,,TRUE
"SUPERVISOR I SOCIAL WORK",2023,16,,,,40531.49,,,,,TRUE
"SUPERVISOR I SOCIAL WORK",2024,14,,,,65053.68,,,,,TRUE
"SUPERVISOR I SOCIAL WORK",2025,19,,,,13347.09,,,,,TRUE
"SUPERVISOR II",2014,205,58372,64703.05,85100.2581342824,542998.61,2648.77370731707,0,0.040482687456483,0.478048780487805,FALSE
"SUPERVISOR II",2015,207,61003,70329.88,92055.0899625394,546607.73,2640.6170531401,9.5,0.0367448292975199,0.719806763285024,FALSE
"SUPERVISOR II",2016,204,62532,67594.24,87966.5087062719,394108.06,1931.90225490196,0,0.0281144833446565,0.480392156862745,FALSE
"SUPERVISOR II",2017,193,64432,72231.95,92372.7192499759,622845.51,3227.17880829015,1,0.0435494324070697,0.518134715025907,FALSE
"SUPERVISOR II",2018,187,64432,71411.15,89728.2070796463,627704.66,3356.70941176471,6,0.0461757619048795,0.545454545454545,FALSE
"SUPERVISOR II",2019,175,67234,75690.05,93448.0375571432,581654.36,3323.7392,8.5,0.0436311430963479,0.628571428571429,FALSE
"SUPERVISOR II",2020,164,69261,76626.68,92960.7897819013,461193.26,2812.15402439024,11.625,0.0369311070294987,0.560975609756098,FALSE
"SUPERVISOR II",2021,157,69261,75780.97,90075.6742342122,333457.06,2123.93031847134,0,0.0272868341471582,0.375796178343949,FALSE
"SUPERVISOR II",2022,134,69261,76353.34,86395.1949806619,543553.34,4056.36820895522,0,0.0514977186404494,0.425373134328358,FALSE
"SUPERVISOR II",2023,156,75664,88236.89,94825.9968796162,1386852.72,8890.08153846154,23.5,0.0947298104173841,0.621794871794872,FALSE
"SUPERVISOR II",2024,138,77939,86516.895,89894.5645144749,1475610.9,10692.8326086957,61,0.115540566893834,0.615942028985507,FALSE
"SUPERVISOR II",2025,128,80491,86973.29,86973.29,743409.78,5807.88890625,11.75,0.0646505493715127,0.578125,FALSE
"SUPERVISOR II SOCIAL WORK",2014,25,,,,20871.19,,,,,TRUE
"SUPERVISOR II SOCIAL WORK",2015,35,67372,76116.6,99629.3532797528,49411.92,1411.76914285714,0,0.0195142901432656,0.571428571428571,FALSE
"SUPERVISOR II SOCIAL WORK",2016,43,69056,72927.84,94907.6056227514,100434.25,2335.68023255814,0,0.0392203487068251,0.418604651162791,FALSE
"SUPERVISOR II SOCIAL WORK",2017,46,71128,78090.065,99864.2795945197,118188.04,2569.3052173913,0,0.0333745322726278,0.434782608695652,FALSE
"SUPERVISOR II SOCIAL WORK",2018,53,71128,77195.86,96996.7030606759,131428.3,2479.77924528302,4,0.0328396296856212,0.509433962264151,FALSE
"SUPERVISOR II SOCIAL WORK",2019,48,74183,79941.525,98696.9704812627,77962.35,1624.215625,0,0.0203895698003419,0.5,FALSE
"SUPERVISOR II SOCIAL WORK",2020,38,76408,80879.295,98119.9125448654,83490.42,2197.11631578947,0,0.0272227602024264,0.5,FALSE
"SUPERVISOR II SOCIAL WORK",2021,35,76408,83702.63,99491.6115804112,130315.04,3723.28685714286,7,0.0440069273160111,0.542857142857143,FALSE
"SUPERVISOR II SOCIAL WORK",2022,25,,,,92245.25,,,,,TRUE
"SUPERVISOR II SOCIAL WORK",2023,27,,,,127707.34,,,,,TRUE
"SUPERVISOR II SOCIAL WORK",2024,29,,,,184288.31,,,,,TRUE
"SUPERVISOR II SOCIAL WORK",2025,29,,,,103825,,,,,TRUE
"SUPERVISOR III",2014,71,64489,68566.42,90181.5299486442,108797.9,1532.36478873239,0,0.022354567790324,0.380281690140845,FALSE
"SUPERVISOR III",2015,69,67408,75926.52,99380.5567298358,112935.95,1636.75289855072,0,0.0212112506592294,0.565217391304348,FALSE
"SUPERVISOR III",2016,66,69113,72782.41,94718.3443874575,102198.31,1548.45924242424,0,0.0210432672893607,0.348484848484849,FALSE
"SUPERVISOR III",2017,68,71186,78032.07,99790.1135799943,130304.42,1916.24147058824,0,0.0238769718947449,0.25,FALSE
"SUPERVISOR III",2018,45,71210,75983.18,95472.9689916776,209120.61,4647.12466666667,0,0.0570786768062579,0.355555555555556,FALSE
"SUPERVISOR III",2019,50,74278,79749.05,98459.3380443861,181755.48,3635.1096,0,0.0436990807906823,0.44,FALSE
"SUPERVISOR III",2020,46,76493,80441.37,97588.6373563117,89292.64,1941.14434782609,0,0.0235131628779577,0.347826086956522,FALSE
"SUPERVISOR III",2021,41,76493,81584,96973.3404933187,34078.11,831.173414634146,0,0.00995633359242759,0.365853658536585,FALSE
"SUPERVISOR III",2022,42,76451,83020.025,93938.6704913554,168496.84,4011.82952380952,0,0.0468324910738655,0.452380952380952,FALSE
"SUPERVISOR III",2023,51,83593,92683.33,99604.4756492713,218368.26,4281.73058823529,0,0.044041418277838,0.529411764705882,FALSE
"SUPERVISOR III",2024,47,86097,91468.95,95039.9505997792,399852.89,8507.50829787234,28.25,0.0877651577019616,0.574468085106383,FALSE
"SUPERVISOR III",2025,42,88895,94284.135,94284.135,129065.58,3072.99,0,0.0323717555957256,0.452380952380952,FALSE
"SUPERVISOR III SOCIAL WORK",2014,13,,,,15722.66,,,,,TRUE
"SUPERVISOR III SOCIAL WORK",2015,11,,,,22260.63,,,,,TRUE
"SUPERVISOR III SOCIAL WORK",2016,12,,,,19143.35,,,,,TRUE
"SUPERVISOR III SOCIAL WORK",2017,14,,,,32524.3,,,,,TRUE
"SUPERVISOR III SOCIAL WORK",2018,10,,,,2419.33,,,,,TRUE
"SUPERVISOR III SOCIAL WORK",2019,29,,,,13260.79,,,,,TRUE
"SUPERVISOR III SOCIAL WORK",2020,18,,,,52.09,,,,,TRUE
"SUPERVISOR III SOCIAL WORK",2021,15,,,,19203.98,,,,,TRUE
"SUPERVISOR III SOCIAL WORK",2022,14,,,,12791.78,,,,,TRUE
"SUPERVISOR III SOCIAL WORK",2023,15,,,,45073.4,,,,,TRUE
"SUPERVISOR III SOCIAL WORK",2024,11,,,,87753.32,,,,,TRUE
"SUPERVISOR III SOCIAL WORK",2025,7,,,,6269.03,,,,,TRUE
"SUPERVISOR OF BRIDGE OPERATIONS",2014,20,,,,504610.61,,,,,TRUE
"SUPERVISOR OF BRIDGE OPERATIONS",2015,22,,,,494017.91,,,,,TRUE
"SUPERVISOR OF CHILD CARE",2014,10,,,,115687.57,,,,,TRUE
"SUPERVISOR OF CHILD CARE",2015,9,,,,150690.05,,,,,TRUE
"SUPERVISOR OF CHILD CARE",2016,8,,,,176013.27,,,,,TRUE
"SUPERVISOR OF CHILD CARE",2017,8,,,,146587.79,,,,,TRUE
"SUPERVISOR OF CHILD CARE",2018,8,,,,192838.55,,,,,TRUE
"SUPERVISOR OF CHILD CARE",2019,7,,,,165522.13,,,,,TRUE
"SUPERVISOR OF CHILD CARE",2020,6,,,,175797.11,,,,,TRUE
"SUPERVISOR OF CHILD CARE",2021,6,,,,111036.29,,,,,TRUE
"SUPERVISOR OF CHILD CARE",2022,6,,,,160042.1,,,,,TRUE
"SUPERVISOR OF CHILD CARE",2023,5,,,,162323.02,,,,,TRUE
"SUPERVISOR OF CHILD CARE",2024,5,,,,165535.7,,,,,TRUE
"SUPERVISOR OF CHILD CARE",2025,4,,,,139084.35,,,,,TRUE
"SUPERVISOR OF ELECTRICAL INSTALLATIONS & MAINTENANCE",2014,81,65811,73872.19,97159.9088133365,501194.12,6187.58172839506,49,0.0816122372009537,0.753086419753086,FALSE
"SUPERVISOR OF ELECTRICAL INSTALLATIONS & MAINTENANCE",2015,72,68960,84382.055,110448.043765309,621131.37,8626.82458333333,86.5,0.100041414506234,0.875,FALSE
"SUPERVISOR OF ELECTRICAL INSTALLATIONS & MAINTENANCE",2016,73,70496,81368.9,105892.721780284,725759.15,9941.90616438356,101.5,0.119516648588523,0.794520547945205,FALSE
"SUPERVISOR OF ELECTRICAL INSTALLATIONS & MAINTENANCE",2017,75,72535,83893.09,107285.388939146,715281.14,9537.08186666667,60,0.113581813140364,0.813333333333333,FALSE
"SUPERVISOR OF ELECTRICAL INSTALLATIONS & MAINTENANCE",2018,74,72535,82245.15,103341.142811684,642533.45,8682.88445945946,100,0.105616635494177,0.810810810810811,FALSE
"SUPERVISOR OF ELECTRICAL INSTALLATIONS & MAINTENANCE",2019,68,75651,87040.18,107461.073280048,921053.94,13544.9108823529,174.25,0.15185075270046,0.86764705882353,FALSE
"SUPERVISOR OF ELECTRICAL INSTALLATIONS & MAINTENANCE",2020,65,77921,87195.46,105782.461500305,937543.68,14423.7489230769,187.5,0.15540305066889,0.876923076923077,FALSE
"SUPERVISOR OF ELECTRICAL INSTALLATIONS & MAINTENANCE",2021,63,77921,84405.6,100327.184108929,349723.98,5551.17428571429,22,0.0637063316824324,0.857142857142857,FALSE
"SUPERVISOR OF ELECTRICAL INSTALLATIONS & MAINTENANCE",2022,70,77921,86148.7,97478.8232424482,873544.61,12479.2087142857,132.5,0.141904214848573,0.771428571428571,FALSE
"SUPERVISOR OF ELECTRICAL INSTALLATIONS & MAINTENANCE",2023,62,85147,103762.99,111511.51140934,1437619.85,23187.4169354839,144,0.214992964438924,0.838709677419355,FALSE
"SUPERVISOR OF ELECTRICAL INSTALLATIONS & MAINTENANCE",2024,69,87748,103956.42,108014.938635787,1601991.46,23217.2675362319,200.75,0.219344168284679,0.840579710144927,FALSE
"SUPERVISOR OF ELECTRICAL INSTALLATIONS & MAINTENANCE",2025,65,90600,107003.84,107003.84,1681314.6,25866.3784615385,288.75,0.224278867531027,0.830769230769231,FALSE
"SUPERVISOR OF ELEVATOR MAINTENANCE",2014,2,,,,134.37,,,,,TRUE
"SUPERVISOR OF ELEVATOR MAINTENANCE",2015,3,,,,0,,,,,TRUE
"SUPERVISOR OF ELEVATOR MAINTENANCE",2016,3,,,,0,,,,,TRUE
"SUPERVISOR OF ELEVATOR MAINTENANCE",2017,4,,,,16281.11,,,,,TRUE
"SUPERVISOR OF ELEVATOR MAINTENANCE",2018,2,,,,804.43,,,,,TRUE
"SUPERVISOR OF ELEVATOR MAINTENANCE",2019,2,,,,0,,,,,TRUE
"SUPERVISOR OF ELEVATOR MAINTENANCE",2020,1,,,,22581.08,,,,,TRUE
"SUPERVISOR OF ELEVATOR MAINTENANCE",2021,1,,,,0,,,,,TRUE
"SUPERVISOR OF HOUSING CARETAKER",2014,184,55183,72248.775,95024.7229826984,3066310.58,16664.7314130435,396.5,0.239259931408629,0.994565217391304,FALSE
"SUPERVISOR OF HOUSING CARETAKER",2017,169,60926,76359.75,97651.4928469791,2740763.3,16217.5343195266,358.75,0.219735602898558,0.988165680473373,FALSE
"SUPERVISOR OF HOUSING CARETAKER",2018,173,60926,78482.07,98612.82767466,2926916.97,16918.5952023121,331.25,0.218784223425899,0.994219653179191,FALSE
"SUPERVISOR OF HOUSING CARETAKER",2019,150,62145,80628.665,99545.323528024,2452458.92,16349.7261333333,331.375,0.211530472608772,0.993333333333333,FALSE
"SUPERVISOR OF HOUSING CARETAKER",2020,168,63543,81624.05,99023.4230844584,2956227.28,17596.590952381,361.125,0.223120855823265,1,FALSE
"SUPERVISOR OF HOUSING CARETAKER",2021,162,65449,81853.265,97293.3974472304,3457247.78,21341.0356790123,440.625,0.253419451567175,0.993827160493827,FALSE
"SUPERVISOR OF HOUSING CARETAKER",2022,159,65449,87052.89,98501.9306972048,3409635.9,21444.2509433962,444.75,0.24545751654718,1,FALSE
"SUPERVISOR OF HOUSING CARETAKER",2023,189,65449,78350.04,84200.8444377154,3823969.79,20232.6443915344,447.75,0.258776728230973,0.994708994708995,FALSE
"SUPERVISOR OF HOUSING CARETAKER",2024,183,71517,90850.49,94397.3455644318,4116651.37,22495.3626775956,431.5,0.247847635174375,1,FALSE
"SUPERVISOR OF HOUSING CARETAKER",2025,184,73663,91680.3,91680.3,4053468.63,22029.7208152174,425.625,0.246094499547508,1,FALSE
"SUPERVISOR OF HOUSING STOCK WORKERS",2014,22,,,,86145.08,,,,,TRUE
"SUPERVISOR OF HOUSING STOCK WORKERS",2015,21,,,,89984.3,,,,,TRUE
"SUPERVISOR OF HOUSING STOCK WORKERS",2016,19,,,,90474.12,,,,,TRUE
"SUPERVISOR OF HOUSING STOCK WORKERS",2017,17,,,,39605.01,,,,,TRUE
"SUPERVISOR OF HOUSING STOCK WORKERS",2018,15,,,,23151.37,,,,,TRUE
"SUPERVISOR OF HOUSING STOCK WORKERS",2019,14,,,,2755.62,,,,,TRUE
"SUPERVISOR OF HOUSING STOCK WORKERS",2020,13,,,,123937.38,,,,,TRUE
"SUPERVISOR OF HOUSING STOCK WORKERS",2021,13,,,,97915.22,,,,,TRUE
"SUPERVISOR OF HOUSING STOCK WORKERS",2022,10,,,,55696.25,,,,,TRUE
"SUPERVISOR OF HOUSING STOCK WORKERS",2023,8,,,,44514.76,,,,,TRUE
"SUPERVISOR OF HOUSING STOCK WORKERS",2024,9,,,,59474.15,,,,,TRUE
"SUPERVISOR OF HOUSING STOCK WORKERS",2025,8,,,,24672.49,,,,,TRUE
"SUPERVISOR OF INVESTIGATORS",2014,9,,,,50657.34,,,,,TRUE
"SUPERVISOR OF INVESTIGATORS",2015,7,,,,51028.97,,,,,TRUE
"SUPERVISOR OF INVESTIGATORS",2016,3,,,,11797.16,,,,,TRUE
"SUPERVISOR OF INVESTIGATORS",2017,3,,,,3052.69,,,,,TRUE
"SUPERVISOR OF INVESTIGATORS",2018,1,,,,0,,,,,TRUE
"SUPERVISOR OF INVESTIGATORS",2019,9,,,,76810.42,,,,,TRUE
"SUPERVISOR OF INVESTIGATORS",2020,16,,,,92750.6,,,,,TRUE
"SUPERVISOR OF INVESTIGATORS",2021,16,,,,13076.96,,,,,TRUE
"SUPERVISOR OF INVESTIGATORS",2022,12,,,,31357.75,,,,,TRUE
"SUPERVISOR OF INVESTIGATORS",2023,21,,,,106247.14,,,,,TRUE
"SUPERVISOR OF INVESTIGATORS",2024,23,,,,84945.72,,,,,TRUE
"SUPERVISOR OF INVESTIGATORS",2025,20,,,,52129.93,,,,,TRUE
"SUPERVISOR OF IRONWORK",2014,2,,,,20773.7,,,,,TRUE
"SUPERVISOR OF IRONWORK",2015,2,,,,52307.13,,,,,TRUE
"SUPERVISOR OF IRONWORK",2016,2,,,,36717.18,,,,,TRUE
"SUPERVISOR OF IRONWORK",2017,1,,,,15408.78,,,,,TRUE
"SUPERVISOR OF IRONWORK",2018,1,,,,41369.92,,,,,TRUE
"SUPERVISOR OF IRONWORK",2019,1,,,,21737.79,,,,,TRUE
"SUPERVISOR OF IRONWORK",2020,1,,,,5154.7,,,,,TRUE
"SUPERVISOR OF IRONWORK",2021,1,,,,11148.54,,,,,TRUE
"SUPERVISOR OF IRONWORK",2022,3,,,,161134.34,,,,,TRUE
"SUPERVISOR OF IRONWORK",2023,3,,,,122224.47,,,,,TRUE
"SUPERVISOR OF IRONWORK",2024,2,,,,177022.75,,,,,TRUE
"SUPERVISOR OF IRONWORK",2025,2,,,,130701.1,,,,,TRUE
"SUPERVISOR OF MECHANICAL INSTALLATIONS & MAINTENANCE",2014,68,65811,73713.29,96950.9166403626,339663.61,4995.05308823529,20.375,0.0673526935349938,0.691176470588235,FALSE
"SUPERVISOR OF MECHANICAL INSTALLATIONS & MAINTENANCE",2015,58,69272,82687.845,108230.484827836,307348.38,5299.11,20.375,0.0641692194935495,0.827586206896552,FALSE
"SUPERVISOR OF MECHANICAL INSTALLATIONS & MAINTENANCE",2016,59,71112,80565.74,104847.496904133,331450.65,5617.80762711864,13,0.0691122998000237,0.627118644067797,FALSE
"SUPERVISOR OF MECHANICAL INSTALLATIONS & MAINTENANCE",2017,62,73253,83962.095,107373.634922978,336106.12,5421.0664516129,7.375,0.065398028591408,0.580645161290323,FALSE
"SUPERVISOR OF MECHANICAL INSTALLATIONS & MAINTENANCE",2018,62,73837,83452.31,104857.940993176,367031.2,5919.85806451613,5,0.0702857329660685,0.596774193548387,FALSE
"SUPERVISOR OF MECHANICAL INSTALLATIONS & MAINTENANCE",2019,65,78536,87209.65,107670.303409039,378726.69,5826.56446153846,13.5,0.0688724058000453,0.692307692307692,FALSE
"SUPERVISOR OF MECHANICAL INSTALLATIONS & MAINTENANCE",2020,58,78733,87094.905,105660.47171533,253844.09,4376.62224137931,11.125,0.0520145824376395,0.620689655172414,FALSE
"SUPERVISOR OF MECHANICAL INSTALLATIONS & MAINTENANCE",2021,54,78733,86336.12,102621.861659541,74469.29,1379.06092592593,0,0.0157185011194246,0.611111111111111,FALSE
"SUPERVISOR OF MECHANICAL INSTALLATIONS & MAINTENANCE",2022,47,78559,89811.35,101623.178432358,209519.98,4457.87191489362,1,0.0501538684061565,0.51063829787234,FALSE
"SUPERVISOR OF MECHANICAL INSTALLATIONS & MAINTENANCE",2023,44,87832.5,99745.67,107194.197258938,332668.31,7560.64340909091,7.5,0.0728342971759162,0.613636363636364,FALSE
"SUPERVISOR OF MECHANICAL INSTALLATIONS & MAINTENANCE",2024,54,90514.5,95734.075,99471.5885414182,357574.55,6621.75092592593,15.125,0.0737458470950744,0.703703703703704,FALSE
"SUPERVISOR OF MECHANICAL INSTALLATIONS & MAINTENANCE",2025,55,96016,99555.55,99555.55,858588.09,15610.6925454545,23.75,0.144590722384933,0.654545454545455,FALSE
"SUPERVISOR OF MECHANICS",2014,182,102263,126173.19,165948.452795129,4067655.69,22349.7565384615,271.75,0.17148996298537,0.961538461538462,FALSE
"SUPERVISOR OF MECHANICS",2015,182,102263,127127.43,166397.653534407,4052014.87,22263.817967033,264.25,0.170234466553172,0.967032967032967,FALSE
"SUPERVISOR OF MECHANICS",2016,179,102263,125603.62,163459.370684089,3931844.83,21965.613575419,210.5,0.166930039906778,0.988826815642458,FALSE
"SUPERVISOR OF MECHANICS",2017,198,112821,155949.785,199433.986025562,5224818.2,26387.9707070707,246.84,0.164122800135113,0.98989898989899,FALSE
"SUPERVISOR OF MECHANICS",2018,195,112821,142966.91,179638.116820933,5239615.12,26869.8211282051,273,0.183303054272206,0.969230769230769,FALSE
"SUPERVISOR OF MECHANICS",2019,201,121196,152137.55,187831.233910557,5089011.51,25318.4652238806,257.5,0.165351603116817,0.985074626865672,FALSE
"SUPERVISOR OF MECHANICS",2020,195,121196,150689.68,182811.413267311,5131713.63,26316.4801538462,226.5,0.168916455095476,0.964102564102564,FALSE
"SUPERVISOR OF MECHANICS",2021,197,121196,151996.69,180668.106163309,4926706.03,25008.6600507614,263,0.163305711922048,0.944162436548223,FALSE
"SUPERVISOR OF MECHANICS",2022,194,121196,161556.765,182804.422342493,6409975.25,33041.1095360825,357,0.204783955956346,0.974226804123711,FALSE
"SUPERVISOR OF MECHANICS",2023,190,121196,151807.58,163143.840488735,5372345.58,28275.5030526316,236.75,0.178079447246298,0.952631578947368,FALSE
"SUPERVISOR OF MECHANICS",2024,196,136407,190328.215,197758.738362517,6470221.84,33011.3359183673,229.875,0.169527408313451,0.969387755102041,FALSE
"SUPERVISOR OF MECHANICS",2025,196,140840,179582.385,179582.385,6540434.63,33369.5644387755,280.875,0.181899165332883,0.964285714285714,FALSE
"SUPERVISOR OF MOTOR TRANSPORT",2014,7,,,,29860.78,,,,,TRUE
"SUPERVISOR OF MOTOR TRANSPORT",2015,9,,,,107773.19,,,,,TRUE
"SUPERVISOR OF MOTOR TRANSPORT",2016,11,,,,193475.69,,,,,TRUE
"SUPERVISOR OF MOTOR TRANSPORT",2017,11,,,,181757.79,,,,,TRUE
"SUPERVISOR OF MOTOR TRANSPORT",2018,10,,,,203383.13,,,,,TRUE
"SUPERVISOR OF MOTOR TRANSPORT",2019,10,,,,185324.62,,,,,TRUE
"SUPERVISOR OF MOTOR TRANSPORT",2020,11,,,,324736.03,,,,,TRUE
"SUPERVISOR OF MOTOR TRANSPORT",2021,10,,,,358423.6,,,,,TRUE
"SUPERVISOR OF MOTOR TRANSPORT",2022,6,,,,147552.5,,,,,TRUE
"SUPERVISOR OF MOTOR TRANSPORT",2023,5,,,,89319.94,,,,,TRUE
"SUPERVISOR OF MOTOR TRANSPORT",2024,6,,,,156991.21,,,,,TRUE
"SUPERVISOR OF MOTOR TRANSPORT",2025,7,,,,120127.5,,,,,TRUE
"SUPERVISOR OF NURSES",2014,27,,,,4868.07,,,,,TRUE
"SUPERVISOR OF NURSES",2015,27,,,,4842.94,,,,,TRUE
"SUPERVISOR OF NURSES",2016,32,78685,91224.945,118719.286119227,21446.7,670.209375,0,0.00803614623481723,0.34375,FALSE
"SUPERVISOR OF NURSES",2017,35,82265,95514.68,122147.480718592,32752.8,935.794285714286,0,0.0103181047032075,0.342857142857143,FALSE
"SUPERVISOR OF NURSES",2018,36,86394,100016.57,125670.956207202,26020.25,722.784722222222,0,0.00741214278152052,0.305555555555556,FALSE
"SUPERVISOR OF NURSES",2019,35,88122,104417.35,128915.180323138,53577.78,1530.79371428571,0,0.0147195105363795,0.342857142857143,FALSE
"SUPERVISOR OF NURSES",2020,36,90326,114278.245,138638.342547134,75788.6,2105.23888888889,0,0.0196780183641495,0.361111111111111,FALSE
"SUPERVISOR OF NURSES",2021,31,93036,121546.55,144474.100055626,353479.94,11402.5787096774,0,0.0924938065667704,0.483870967741935,FALSE
"SUPERVISOR OF NURSES",2022,28,,,,70062.47,,,,,TRUE
"SUPERVISOR OF NURSES",2023,24,,,,42194.28,,,,,TRUE
"SUPERVISOR OF NURSES",2024,22,,,,45382.67,,,,,TRUE
"SUPERVISOR OF NURSES",2025,22,,,,77113.22,,,,,TRUE
"SUPERVISOR OF OFFICE MACHINE OPERATIONS",2014,52,40143,44369.305,58356.4346462602,127335.41,2448.75788461538,4.625,0.0540953472212121,0.615384615384615,FALSE
"SUPERVISOR OF OFFICE MACHINE OPERATIONS",2015,45,41153,47156.99,61723.9920900273,114170.42,2537.12044444444,1.5,0.0522596613131417,0.688888888888889,FALSE
"SUPERVISOR OF OFFICE MACHINE OPERATIONS",2016,45,42182,45269.32,58913.0676209542,133637.73,2969.72733333333,0,0.0612505013755404,0.511111111111111,FALSE
"SUPERVISOR OF OFFICE MACHINE OPERATIONS",2017,44,42742.5,46340.925,59262.3798029707,152959.01,3476.34113636364,0,0.0703504312142321,0.477272727272727,FALSE
"SUPERVISOR OF OFFICE MACHINE OPERATIONS",2018,42,43294.5,45669.925,57384.3228643134,147291.6,3506.94285714286,1.625,0.0691506732765335,0.523809523809524,FALSE
"SUPERVISOR OF OFFICE MACHINE OPERATIONS",2019,38,43696.5,48029.825,59298.3211196586,176828.92,4653.39263157895,4.5,0.0896683394666402,0.631578947368421,FALSE
"SUPERVISOR OF OFFICE MACHINE OPERATIONS",2020,43,44995,51115.87,62011.9734482689,296621.62,6898.17720930233,22.25,0.128927898659591,0.744186046511628,FALSE
"SUPERVISOR OF OFFICE MACHINE OPERATIONS",2021,42,46375,54405.25,64667.8127190886,358239.62,8529.51476190476,3.5,0.140708078965753,0.547619047619048,FALSE
"SUPERVISOR OF OFFICE MACHINE OPERATIONS",2022,39,46375,55117.2,62366.115755881,261561.33,6706.70076923077,7.5,0.112485537923698,0.58974358974359,FALSE
