"pay_basis","title","fiscal_year","n","median_rate","real_median_rate","median_hours","median_gross","real_median_gross","pct_substantial","suppressed"
"per Hour","COMPUTER SYSTEMS MANAGER",2018,1,,,,,,,TRUE
"per Hour","COMPUTER SYSTEMS MANAGER",2019,2,,,,,,,TRUE
"per Hour","COMPUTER SYSTEMS MANAGER",2020,1,,,,,,,TRUE
"per Hour","COMPUTER SYSTEMS MANAGER",2021,1,,,,,,,TRUE
"per Hour","COMPUTER SYSTEMS MANAGER",2022,2,,,,,,,TRUE
"per Hour","COMPUTER SYSTEMS MANAGER",2023,3,,,,,,,TRUE
"per Hour","COMPUTER SYSTEMS MANAGER",2024,2,,,,,,,TRUE
"per Hour","COMPUTER SYSTEMS MANAGER",2025,3,,,,,,,TRUE
"per Hour","CONFIDENTIAL AGENCY INVESTIGATOR",2016,1,,,,,,,TRUE
"per Hour","CONFIDENTIAL STRATEGY PLANNER",2020,1,,,,,,,TRUE
"per Hour","CONFIDENTIAL STRATEGY PLANNER",2021,1,,,,,,,TRUE
"per Hour","CONFIDENTIAL STRATEGY PLANNER",2022,1,,,,,,,TRUE
"per Hour","CONSTRUCTION PROJECT MANAGER",2014,4,,,,,,,TRUE
"per Hour","CONSTRUCTION PROJECT MANAGER",2015,4,,,,,,,TRUE
"per Hour","CONSTRUCTION PROJECT MANAGER",2016,4,,,,,,,TRUE
"per Hour","CONSTRUCTION PROJECT MANAGER",2017,1,,,,,,,TRUE
"per Hour","CONSTRUCTION PROJECT MANAGER",2018,1,,,,,,,TRUE
"per Hour","CONSTRUCTION PROJECT MANAGER",2019,2,,,,,,,TRUE
"per Hour","CONSTRUCTION PROJECT MANAGER",2020,2,,,,,,,TRUE
"per Hour","CONSTRUCTION PROJECT MANAGER",2021,1,,,,,,,TRUE
"per Hour","CONSTRUCTION PROJECT MANAGER",2022,1,,,,,,,TRUE
"per Hour","CONSTRUCTION PROJECT MANAGER",2023,1,,,,,,,TRUE
"per Hour","CONSTRUCTION PROJECT MANAGER",2024,2,,,,,,,TRUE
"per Hour","CONSTRUCTION PROJECT MANAGER",2025,1,,,,,,,TRUE
"per Hour","CONSULTANT PUBLIC HEALTH NURSE",2024,1,,,,,,,TRUE
"per Hour","CONSULTING ENGINEER",2014,1,,,,,,,TRUE
"per Hour","CONSULTING ENGINEER",2015,1,,,,,,,TRUE
"per Hour","CONTINUING EDUCATION TEACHER",2014,826,37.75,49.6504375693133,78,3363.6,4423.95263067927,0.119854721549637,FALSE
"per Hour","CONTINUING EDUCATION TEACHER",2015,1069,37.75,49.411141410818,77.5,3300,4319.38454717085,0.109448082319925,FALSE
"per Hour","CONTINUING EDUCATION TEACHER",2016,1151,37.75,49.1274952371943,82,3450.72,4490.73457920241,0.103388357949609,FALSE
"per Hour","CONTINUING EDUCATION TEACHER",2017,2008,40.6,51.9206860890371,13.25,1161.84,1485.80122969672,0.0199203187250996,FALSE
"per Hour","CONTINUING EDUCATION TEACHER",2018,1108,41.69,52.3835416899245,67.5,3245.07,4077.43486763549,0.0243682310469314,FALSE
"per Hour","CONTINUING EDUCATION TEACHER",2019,1108,41.69,51.4710808852326,82.625,3763.1,4645.97803979896,0.0324909747292419,FALSE
"per Hour","CONTINUING EDUCATION TEACHER",2020,915,43.7,53.0153011127337,76,3400,4124.76026964061,0.039344262295082,FALSE
"per Hour","CONTINUING EDUCATION TEACHER",2021,575,44.72,53.155616136267,96.5,4574.4,5437.27751461851,0.0469565217391304,FALSE
"per Hour","CONTINUING EDUCATION TEACHER",2022,601,46.89,53.0568890980177,100,4843.82,5480.87055983706,0.0332778702163062,FALSE
"per Hour","CONTINUING EDUCATION TEACHER",2023,689,50,53.7337597005154,88,4786.85,5144.30895244824,0.034833091436865,FALSE
"per Hour","CONTINUING EDUCATION TEACHER",2024,753,50,51.9520288577595,97.5,5127.04,5327.20260069774,0.0358565737051793,FALSE
"per Hour","CONTINUING EDUCATION TEACHER",2025,784,50,50,100.625,5399,5399,0.0357142857142857,FALSE
"per Hour","CONTRACT REVIEWER",2014,9,,,,,,,TRUE
"per Hour","CONTRACT REVIEWER",2015,9,,,,,,,TRUE
"per Hour","CONTRACT REVIEWER",2016,14,,,,,,,TRUE
"per Hour","CONTRACT REVIEWER",2017,13,,,,,,,TRUE
"per Hour","CONTRACT REVIEWER",2018,9,,,,,,,TRUE
"per Hour","CONTRACT REVIEWER",2020,1,,,,,,,TRUE
"per Hour","CONTRACT REVIEWER",2021,1,,,,,,,TRUE
"per Hour","CONTRACT SPECIALIST",2024,1,,,,,,,TRUE
"per Hour","CONTRACT SPECIALIST",2025,1,,,,,,,TRUE
"per Hour","COOP EDUCATION TRAINEE COMPUTER TECH AIDE/JR",2014,76,7.25,9.5355145000668,0,714.13,939.254754473476,0,FALSE
"per Hour","COOP EDUCATION TRAINEE COMPUTER TECH AIDE/JR",2015,3,,,,,,,TRUE
"per Hour","COOP EDUCATION TRAINEE COMPUTER TECH AIDE/JR",2016,1,,,,,,,TRUE
"per Hour","COOP EDUCATION TRAINEE COMPUTER TECH AIDE/JR",2017,5,,,,,,,TRUE
"per Hour","COOP EDUCATION TRAINEE COMPUTER TECH AIDE/JR",2018,3,,,,,,,TRUE
"per Hour","COOP EDUCATION TRAINEE COMPUTER TECH AIDE/JR",2019,53,15,18.5192183564041,0,770.25,950.961862601353,0,FALSE
"per Hour","COOP EDUCATION TRAINEE COMPUTER TECH AIDE/JR",2020,22,,,,,,,TRUE
"per Hour","COOP EDUCATION TRAINEE COMPUTER TECH AIDE/JR",2021,23,,,,,,,TRUE
"per Hour","COOP EDUCATION TRAINEE COMPUTER TECH AIDE/JR",2022,127,15,16.972773223934,0,840,950.475300540304,0,FALSE
"per Hour","COOP EDUCATION TRAINEE COMPUTER TECH AIDE/JR",2023,179,15,16.1201279101546,0,630,677.045372226494,0,FALSE
"per Hour","COOP EDUCATION TRAINEE COMPUTER TECH AIDE/JR",2024,94,15,15.5856086573278,0,447.75,465.230418421236,0,FALSE
"per Hour","COOP EDUCATION TRAINEE COMPUTER TECH AIDE/JR",2025,129,16,16,0,558.86,558.86,0,FALSE
"per Hour","COOP EDUCATION TRAINEE COMPUTER TECH AIDE/SR",2014,14,,,,,,,TRUE
"per Hour","COOP EDUCATION TRAINEE COMPUTER TECH AIDE/SR",2015,21,,,,,,,TRUE
"per Hour","COOP EDUCATION TRAINEE COMPUTER TECH AIDE/SR",2016,4,,,,,,,TRUE
"per Hour","COOP EDUCATION TRAINEE COMPUTER TECH AIDE/SR",2017,1,,,,,,,TRUE
"per Hour","COOP EDUCATION TRAINEE COMPUTER TECH AIDE/SR",2018,1,,,,,,,TRUE
"per Hour","COOP EDUCATION TRAINEE COMPUTER TECH AIDE/SR",2019,8,,,,,,,TRUE
"per Hour","COOP EDUCATION TRAINEE COMPUTER TECH AIDE/SR",2020,4,,,,,,,TRUE
"per Hour","COOP EDUCATION TRAINEE COMPUTER TECH AIDE/SR",2023,22,,,,,,,TRUE
"per Hour","COOP EDUCATION TRAINEE COMPUTER TECH AIDE/SR",2024,33,15,15.5856086573278,0,2089.07,2170.62849851759,0,FALSE
"per Hour","COOP EDUCATION TRAINEE COMPUTER TECH AIDE/SR",2025,20,,,,,,,TRUE
"per Hour","COOP TRAINEE TYPIST",2014,2238,7.25,9.5355145000668,0,773.33,1017.11716252919,0,FALSE
"per Hour","COOP TRAINEE TYPIST",2015,3185,8.75,11.4529135720439,0,761.26,996.416569811902,0,FALSE
"per Hour","COOP TRAINEE TYPIST",2016,481,9,11.712515420788,0,1035,1346.93927339062,0,FALSE
"per Hour","COOP TRAINEE TYPIST",2017,350,11,14.0671809600839,0,1320,1688.06171521007,0,FALSE
"per Hour","COOP TRAINEE TYPIST",2018,321,13,16.3345176773571,0,1235,1551.77917934893,0,FALSE
"per Hour","COOP TRAINEE TYPIST",2019,10,,,,,,,TRUE
"per Hour","COOP TRAINEE TYPIST",2020,1,,,,,,,TRUE
"per Hour","COOPERATIVE EDUCATION TRAINEE LEGISLATIVE CLERICAL ASSISTANT",2014,3,,,,,,,TRUE
"per Hour","COOPERATIVE EDUCATION TRAINEE SEASONAL PARK HELP",2014,72,8.1,10.6534713724884,205.35,849.825,1117.72670483024,0,FALSE
"per Hour","COOPERATIVE EDUCATION TRAINEE SEASONAL PARK HELP",2015,1,,,,,,,TRUE
"per Hour","COOPERATIVE EDUCATION TRAINEE SEASONAL PARK HELP",2016,40,9,11.712515420788,264.5,1585.5,2063.35479996216,0,FALSE
"per Hour","COOPERATIVE EDUCATION TRAINEE SEASONAL PARK HELP",2017,22,,,,,,,TRUE
"per Hour","CORRECTION ADMINISTRATIVE AIDE",2014,4,,,,,,,TRUE
"per Hour","CORRECTION ADMINISTRATIVE AIDE",2015,7,,,,,,,TRUE
"per Hour","CORRECTION ADMINISTRATIVE AIDE",2016,7,,,,,,,TRUE
"per Hour","CORRECTION ADMINISTRATIVE AIDE",2017,5,,,,,,,TRUE
"per Hour","CORRECTION ADMINISTRATIVE AIDE",2018,9,,,,,,,TRUE
"per Hour","CORRECTION ADMINISTRATIVE AIDE",2019,7,,,,,,,TRUE
"per Hour","CORRECTION ADMINISTRATIVE AIDE",2020,4,,,,,,,TRUE
"per Hour","CORRECTION ADMINISTRATIVE AIDE",2021,4,,,,,,,TRUE
"per Hour","CORRECTION ADMINISTRATIVE AIDE",2022,5,,,,,,,TRUE
"per Hour","CORRECTION ADMINISTRATIVE AIDE",2023,1,,,,,,,TRUE
"per Hour","CORRECTION ADMINISTRATIVE AIDE",2024,1,,,,,,,TRUE
"per Hour","COUNSEL TO THE BOROUGH PRESIDENT",2014,1,,,,,,,TRUE
"per Hour","COUNSEL TO THE BOROUGH PRESIDENT",2015,1,,,,,,,TRUE
"per Hour","COUNSEL TO THE BOROUGH PRESIDENT",2016,1,,,,,,,TRUE
"per Hour","COUNSEL TO THE BOROUGH PRESIDENT",2017,1,,,,,,,TRUE
"per Hour","COUNSEL TO THE BOROUGH PRESIDENT",2018,2,,,,,,,TRUE
"per Hour","COUNSEL TO THE BOROUGH PRESIDENT",2019,2,,,,,,,TRUE
"per Hour","COUNSEL TO THE BOROUGH PRESIDENT",2022,1,,,,,,,TRUE
"per Hour","COUNSEL TO THE BOROUGH PRESIDENT",2023,1,,,,,,,TRUE
"per Hour","COUNSEL TO THE BOROUGH PRESIDENT",2024,1,,,,,,,TRUE
"per Hour","COUNSEL TO THE BOROUGH PRESIDENT",2025,1,,,,,,,TRUE
"per Hour","CRIMINALIST",2017,1,,,,,,,TRUE
"per Hour","CRIMINALIST",2018,1,,,,,,,TRUE
"per Hour","CRIMINALIST",2019,2,,,,,,,TRUE
"per Hour","CRIMINALIST",2020,2,,,,,,,TRUE
"per Hour","CRIMINALIST",2021,2,,,,,,,TRUE
"per Hour","CRIMINALIST",2022,2,,,,,,,TRUE
"per Hour","CRIMINALIST",2023,2,,,,,,,TRUE
"per Hour","CRIMINALIST",2024,7,,,,,,,TRUE
"per Hour","CRIMINALIST",2025,3,,,,,,,TRUE
"per Hour","CRIMINALIST DEPUTY DIRECTOR OF LABATORY",2014,1,,,,,,,TRUE
"per Hour","CUNY ART MODEL",2018,16,,,,,,,TRUE
"per Hour","CUNY ART MODEL",2019,15,,,,,,,TRUE
"per Hour","CUNY ART MODEL",2020,16,,,,,,,TRUE
"per Hour","CUNY ART MODEL",2021,4,,,,,,,TRUE
"per Hour","CUNY ART MODEL",2022,7,,,,,,,TRUE
"per Hour","CUNY ART MODEL",2023,13,,,,,,,TRUE
"per Hour","CUNY ART MODEL",2024,14,,,,,,,TRUE
"per Hour","CUNY ART MODEL",2025,14,,,,,,,TRUE
"per Hour","CUNY CUSTODIAL ASSISTANT",2014,93,12.7,16.7035909173584,1261,16116.3,21196.8568741278,0.623655913978495,FALSE
"per Hour","CUNY CUSTODIAL ASSISTANT",2015,100,12.7,16.6230859845666,1627.375,22432.215,29361.6250999436,0.73,FALSE
"per Hour","CUNY CUSTODIAL ASSISTANT",2017,99,14.03,17.9420498972707,1106.5,20355.57,26031.4078850596,0.595959595959596,FALSE
"per Hour","CUNY CUSTODIAL ASSISTANT",2018,90,14.03,17.6287140779477,1500.25,23451.12,29466.3641687556,0.744444444444444,FALSE
"per Hour","CUNY CUSTODIAL ASSISTANT",2019,94,15,18.5192183564041,1339.375,18657.97,23035.4013678159,0.638297872340426,FALSE
"per Hour","CUNY CUSTODIAL ASSISTANT",2020,106,15.61,18.9375022967911,1365.5,21107.75,25607.1789945607,0.584905660377358,FALSE
"per Hour","CUNY CUSTODIAL ASSISTANT",2021,60,17.15,20.3850361524369,1192.085,20444.935,24301.5008226952,0.8,FALSE
"per Hour","CUNY CUSTODIAL ASSISTANT",2022,65,15.61,17.6629993350406,1019.5,15914.95,18008.0558146832,0.523076923076923,FALSE
"per Hour","CUNY CUSTODIAL ASSISTANT",2023,73,15.61,16.7756797785009,1501.25,23434.59,25184.572554802,0.671232876712329,FALSE
"per Hour","CUNY CUSTODIAL ASSISTANT",2024,73,15.61,16.2194234093925,1554.5,24265.76,25213.1092755093,0.698630136986301,FALSE
"per Hour","CUNY CUSTODIAL ASSISTANT",2025,102,19.12,19.12,1285.5,24360.135,24360.135,0.61764705882353,FALSE
"per Hour","CUSTODIAL ASSISTANT",2016,127,14.35,18.6749551431454,1723.75,22729.9,29580.4782514411,0.826771653543307,FALSE
"per Hour","CUSTODIAN",2014,12,,,,,,,TRUE
"per Hour","CUSTODIAN",2015,9,,,,,,,TRUE
"per Hour","CUSTODIAN",2016,9,,,,,,,TRUE
"per Hour","CUSTODIAN",2017,6,,,,,,,TRUE
"per Hour","CUSTODIAN",2018,5,,,,,,,TRUE
"per Hour","CUSTODIAN",2019,5,,,,,,,TRUE
"per Hour","CUSTODIAN",2020,4,,,,,,,TRUE
"per Hour","CUSTODIAN",2021,3,,,,,,,TRUE
"per Hour","CUSTODIAN",2022,2,,,,,,,TRUE
"per Hour","CUSTODIAN",2023,2,,,,,,,TRUE
"per Hour","CUSTODIAN",2024,7,,,,,,,TRUE
"per Hour","CUSTODIAN",2025,4,,,,,,,TRUE
"per Hour","CUSTOMER INFORMATION REPRESENTATIVE",2015,10,,,,,,,TRUE
"per Hour","CUSTOMER INFORMATION REPRESENTATIVE",2016,13,,,,,,,TRUE
"per Hour","CUSTOMER INFORMATION REPRESENTATIVE",2017,12,,,,,,,TRUE
"per Hour","CUSTOMER INFORMATION REPRESENTATIVE MA L 1549",2014,9,,,,,,,TRUE
"per Hour","CUSTOMER INFORMATION REPRESENTATIVE MA L 1549",2018,14,,,,,,,TRUE
"per Hour","CUSTOMER INFORMATION REPRESENTATIVE MA L 1549",2019,17,,,,,,,TRUE
"per Hour","CUSTOMER INFORMATION REPRESENTATIVE MA L 1549",2020,24,,,,,,,TRUE
"per Hour","CUSTOMER INFORMATION REPRESENTATIVE MA L 1549",2021,23,,,,,,,TRUE
"per Hour","CUSTOMER INFORMATION REPRESENTATIVE MA L 1549",2022,19,,,,,,,TRUE
"per Hour","CUSTOMER INFORMATION REPRESENTATIVE MA L 1549",2023,17,,,,,,,TRUE
"per Hour","CUSTOMER INFORMATION REPRESENTATIVE MA L 1549",2024,14,,,,,,,TRUE
"per Hour","CUSTOMER INFORMATION REPRESENTATIVE MA L 1549",2025,15,,,,,,,TRUE
"per Hour","CYBER SECURITY ANALYST",2023,2,,,,,,,TRUE
"per Hour","CYBER SECURITY ANALYST",2024,5,,,,,,,TRUE
"per Hour","CYBER SECURITY ANALYST",2025,7,,,,,,,TRUE
"per Hour","DENTAL HYGIENIST",2019,1,,,,,,,TRUE
"per Hour","DEPARTMENT LIBRARIAN",2014,1,,,,,,,TRUE
"per Hour","DEPARTMENT LIBRARIAN",2015,1,,,,,,,TRUE
"per Hour","DEPARTMENT LIBRARIAN",2016,1,,,,,,,TRUE
"per Hour","DEPARTMENT LIBRARIAN",2017,1,,,,,,,TRUE
"per Hour","DEPARTMENT LIBRARIAN",2018,1,,,,,,,TRUE
"per Hour","DEPARTMENT LIBRARIAN",2019,1,,,,,,,TRUE
"per Hour","DEPARTMENT LIBRARIAN",2020,1,,,,,,,TRUE
"per Hour","DEPARTMENT LIBRARIAN",2021,1,,,,,,,TRUE
"per Hour","DEPUTY ASSISTANT COMMISSIONER",2017,2,,,,,,,TRUE
"per Hour","DEPUTY ASSISTANT DIRECTOR",2023,1,,,,,,,TRUE
"per Hour","DIRECTOR OF ADMINISTRATION",2021,1,,,,,,,TRUE
"per Hour","DIRECTOR OF CRIMINAL JUSTICE DATA SHARE AND INFO SERVS QN DA",2021,1,,,,,,,TRUE
"per Hour","DIRECTOR OF CRIMINAL JUSTICE DATA SHARE AND INFO SERVS QN DA",2022,1,,,,,,,TRUE
"per Hour","DIRECTOR OF PUBLIC INFORMATION",2019,1,,,,,,,TRUE
"per Hour","DIRECTOR OF REGIONAL JOINT INTEREST PARK",2015,1,,,,,,,TRUE
"per Hour","DIRECTOR OF REGIONAL JOINT INTEREST PARK",2016,1,,,,,,,TRUE
"per Hour","DIRECTOR OF REGIONAL JOINT INTEREST PARK",2017,1,,,,,,,TRUE
"per Hour","DIRECTOR OF REGIONAL JOINT INTEREST PARK",2018,1,,,,,,,TRUE
"per Hour","DISABILITY ACCOMMODATIONS SPECIALIST",2014,6,,,,,,,TRUE
"per Hour","DISABILITY ACCOMMODATIONS SPECIALIST",2015,7,,,,,,,TRUE
"per Hour","DISABILITY ACCOMMODATIONS SPECIALIST",2016,15,,,,,,,TRUE
"per Hour","DISABILITY ACCOMMODATIONS SPECIALIST",2017,12,,,,,,,TRUE
"per Hour","DISABILITY ACCOMMODATIONS SPECIALIST",2018,16,,,,,,,TRUE
"per Hour","DISABILITY ACCOMMODATIONS SPECIALIST",2019,17,,,,,,,TRUE
"per Hour","DISABILITY ACCOMMODATIONS SPECIALIST",2020,15,,,,,,,TRUE
"per Hour","DISABILITY ACCOMMODATIONS SPECIALIST",2021,13,,,,,,,TRUE
"per Hour","DISABILITY ACCOMMODATIONS SPECIALIST",2022,16,,,,,,,TRUE
"per Hour","DISABILITY ACCOMMODATIONS SPECIALIST",2023,17,,,,,,,TRUE
"per Hour","DISABILITY ACCOMMODATIONS SPECIALIST",2024,15,,,,,,,TRUE
"per Hour","DISABILITY ACCOMMODATIONS SPECIALIST",2025,15,,,,,,,TRUE
"per Hour","EDUCATION ANALYST TRAINEE",2016,10,,,,,,,TRUE
"per Hour","EDUCATION ANALYST TRAINEE",2017,2,,,,,,,TRUE
"per Hour","EDUCATION ANALYST TRAINEE",2018,8,,,,,,,TRUE
"per Hour","EDUCATION ANALYST TRAINEE",2019,1,,,,,,,TRUE
"per Hour","EDUCATION ANALYST TRAINEE",2020,1,,,,,,,TRUE
"per Hour","EDUCATION ANALYST TRAINEE",2021,1,,,,,,,TRUE
"per Hour","EDUCATION ANALYST TRAINEE",2022,1,,,,,,,TRUE
"per Hour","ELECTION WORKER",2014,4,,,,,,,TRUE
"per Hour","ELECTION WORKER",2015,5,,,,,,,TRUE
"per Hour","ELECTION WORKER",2016,3,,,,,,,TRUE
"per Hour","ELECTION WORKER",2017,2,,,,,,,TRUE
"per Hour","ELECTION WORKER",2018,3,,,,,,,TRUE
"per Hour","ELECTION WORKER",2019,3,,,,,,,TRUE
"per Hour","ELECTION WORKER",2020,4,,,,,,,TRUE
"per Hour","ELECTION WORKER",2021,7,,,,,,,TRUE
"per Hour","ELECTION WORKER",2022,3,,,,,,,TRUE
"per Hour","ELECTION WORKER",2023,5,,,,,,,TRUE
"per Hour","ELECTION WORKER",2024,6,,,,,,,TRUE
"per Hour","ELECTION WORKER",2025,8,,,,,,,TRUE
"per Hour","ELECTRICAL ENGINEERING INTERN",2017,1,,,,,,,TRUE
"per Hour","ELECTRICIAN",2014,3,,,,,,,TRUE
"per Hour","ELECTRICIAN",2015,9,,,,,,,TRUE
"per Hour","ELECTRICIAN",2016,6,,,,,,,TRUE
"per Hour","ELECTRICIAN",2017,3,,,,,,,TRUE
"per Hour","ELECTRICIAN",2018,4,,,,,,,TRUE
"per Hour","ELECTRICIAN",2019,3,,,,,,,TRUE
"per Hour","ELECTRICIAN",2021,7,,,,,,,TRUE
"per Hour","ELECTRICIAN",2022,6,,,,,,,TRUE
"per Hour","ELECTRICIAN",2023,8,,,,,,,TRUE
"per Hour","ELECTRICIAN",2024,9,,,,,,,TRUE
"per Hour","ELECTRICIAN",2025,11,,,,,,,TRUE
"per Hour","ELIGIBILITY SPECIALIST",2014,57,17.42,22.9115396677467,574.08,8154.95,10725.743996182,0,FALSE
"per Hour","ELIGIBILITY SPECIALIST",2016,52,18.6,24.2058652029619,1148.95,18993.545,24718.0209675479,0.942307692307692,FALSE
"per Hour","ELIGIBILITY SPECIALIST",2017,57,19.23,24.5919899874922,1203.82,24479.4,31305.1045085708,0.631578947368421,FALSE
"per Hour","ELIGIBILITY SPECIALIST",2018,6,,,,,,,TRUE
"per Hour","EMERGENCY PREPARDNESS MANAGER",2024,3,,,,,,,TRUE
"per Hour","EMERGENCY PREPARDNESS MANAGER",2025,3,,,,,,,TRUE
"per Hour","EMERGENCY PREPAREDNESS MANAGER",2014,1,,,,,,,TRUE
"per Hour","EMERGENCY PREPAREDNESS MANAGER",2015,1,,,,,,,TRUE
"per Hour","EMERGENCY PREPAREDNESS MANAGER",2016,1,,,,,,,TRUE
"per Hour","EMERGENCY PREPAREDNESS MANAGER",2019,1,,,,,,,TRUE
"per Hour","EMERGENCY PREPAREDNESS MANAGER",2020,2,,,,,,,TRUE
"per Hour","EMERGENCY PREPAREDNESS MANAGER",2021,2,,,,,,,TRUE
"per Hour","EMERGENCY PREPAREDNESS MANAGER",2022,2,,,,,,,TRUE
"per Hour","EMERGENCY PREPAREDNESS MANAGER",2023,2,,,,,,,TRUE
"per Hour","EMERGENCY PREPAREDNESS SPECIALIST",2014,2,,,,,,,TRUE
"per Hour","EMERGENCY PREPAREDNESS SPECIALIST",2015,3,,,,,,,TRUE
"per Hour","EMERGENCY PREPAREDNESS SPECIALIST",2016,5,,,,,,,TRUE
"per Hour","EMERGENCY PREPAREDNESS SPECIALIST",2017,6,,,,,,,TRUE
"per Hour","EMERGENCY PREPAREDNESS SPECIALIST",2018,5,,,,,,,TRUE
"per Hour","EMERGENCY PREPAREDNESS SPECIALIST",2019,4,,,,,,,TRUE
"per Hour","EMERGENCY PREPAREDNESS SPECIALIST",2020,6,,,,,,,TRUE
"per Hour","EMERGENCY PREPAREDNESS SPECIALIST",2021,4,,,,,,,TRUE
"per Hour","EMERGENCY PREPAREDNESS SPECIALIST",2022,4,,,,,,,TRUE
"per Hour","EMERGENCY PREPAREDNESS SPECIALIST",2023,7,,,,,,,TRUE
"per Hour","EMERGENCY PREPAREDNESS SPECIALIST",2024,4,,,,,,,TRUE
"per Hour","EMERGENCY PREPAREDNESS SPECIALIST",2025,4,,,,,,,TRUE
"per Hour","EMPLOYEE ASSISTANCE PROGRAM SPECIALIST",2014,12,,,,,,,TRUE
"per Hour","EMPLOYEE ASSISTANCE PROGRAM SPECIALIST",2015,11,,,,,,,TRUE
"per Hour","EMPLOYEE ASSISTANCE PROGRAM SPECIALIST",2016,10,,,,,,,TRUE
"per Hour","EMPLOYEE ASSISTANCE PROGRAM SPECIALIST",2017,11,,,,,,,TRUE
"per Hour","EMPLOYEE ASSISTANCE PROGRAM SPECIALIST",2018,11,,,,,,,TRUE
"per Hour","EMPLOYEE ASSISTANCE PROGRAM SPECIALIST",2019,10,,,,,,,TRUE
"per Hour","EMPLOYEE ASSISTANCE PROGRAM SPECIALIST",2020,9,,,,,,,TRUE
"per Hour","EMPLOYEE ASSISTANCE PROGRAM SPECIALIST",2021,6,,,,,,,TRUE
"per Hour","EMPLOYEE ASSISTANCE PROGRAM SPECIALIST",2022,5,,,,,,,TRUE
"per Hour","EMPLOYEE ASSISTANCE PROGRAM SPECIALIST",2023,4,,,,,,,TRUE
"per Hour","EMPLOYEE ASSISTANCE PROGRAM SPECIALIST",2024,2,,,,,,,TRUE
"per Hour","EMPLOYEE ASSISTANCE PROGRAM SPECIALIST",2025,1,,,,,,,TRUE
"per Hour","ENGINEERING TECHNICIAN",2014,2,,,,,,,TRUE
"per Hour","ENGINEERING TECHNICIAN",2017,1,,,,,,,TRUE
"per Hour","ENVIRONMENTAL HEALTH TECHNICIAN",2017,1,,,,,,,TRUE
"per Hour","ENVIRONMENTAL HEALTH TECHNICIAN",2018,1,,,,,,,TRUE
"per Hour","ENVIRONMENTAL HEALTH TECHNICIAN",2019,1,,,,,,,TRUE
"per Hour","EOC ADJUNCT COLLEGE LAB TECH",2014,1,,,,,,,TRUE
"per Hour","EOC ADJUNCT COLLEGE LAB TECH",2016,1,,,,,,,TRUE
"per Hour","EOC ADJUNCT COLLEGE LAB TECH",2017,1,,,,,,,TRUE
"per Hour","EOC ADJUNCT COLLEGE LAB TECH",2018,1,,,,,,,TRUE
"per Hour","EOC ADJUNCT COLLEGE LAB TECH",2019,1,,,,,,,TRUE
"per Hour","EOC ADJUNCT COLLEGE LAB TECH",2020,1,,,,,,,TRUE
"per Hour","EOC ADJUNCT COLLEGE LAB TECH",2022,1,,,,,,,TRUE
"per Hour","EOC ADJUNCT COLLEGE LAB TECH",2023,2,,,,,,,TRUE
"per Hour","EOC ADJUNCT COLLEGE LAB TECH",2024,4,,,,,,,TRUE
"per Hour","EOC ADJUNCT COLLEGE LAB TECH",2025,4,,,,,,,TRUE
"per Hour","EOC ADJUNCT LECTURER",2014,15,,,,,,,TRUE
"per Hour","EOC ADJUNCT LECTURER",2015,15,,,,,,,TRUE
"per Hour","EOC ADJUNCT LECTURER",2016,17,,,,,,,TRUE
"per Hour","EOC ADJUNCT LECTURER",2017,29,,,,,,,TRUE
"per Hour","EOC ADJUNCT LECTURER",2018,14,,,,,,,TRUE
"per Hour","EOC ADJUNCT LECTURER",2019,13,,,,,,,TRUE
"per Hour","EOC ADJUNCT LECTURER",2020,7,,,,,,,TRUE
"per Hour","EOC ADJUNCT LECTURER",2021,8,,,,,,,TRUE
"per Hour","EOC ADJUNCT LECTURER",2022,10,,,,,,,TRUE
"per Hour","EOC ADJUNCT LECTURER",2023,9,,,,,,,TRUE
"per Hour","EOC ADJUNCT LECTURER",2024,7,,,,,,,TRUE
"per Hour","EOC ADJUNCT LECTURER",2025,6,,,,,,,TRUE
"per Hour","EOC ASSISTANT",2014,1,,,,,,,TRUE
"per Hour","EOC ASSISTANT",2015,1,,,,,,,TRUE
"per Hour","EOC ASSISTANT",2016,1,,,,,,,TRUE
"per Hour","EOC ASSISTANT",2017,2,,,,,,,TRUE
"per Hour","EOC ASSISTANT",2018,1,,,,,,,TRUE
"per Hour","EOC ASSISTANT",2020,1,,,,,,,TRUE
"per Hour","EOC ASSISTANT",2023,1,,,,,,,TRUE
"per Hour","EOC ASSISTANT",2024,3,,,,,,,TRUE
"per Hour","EOC ASSISTANT",2025,3,,,,,,,TRUE
"per Hour","EXECUTIVE AGENCY COUNSEL",2014,2,,,,,,,TRUE
"per Hour","EXECUTIVE AGENCY COUNSEL",2015,4,,,,,,,TRUE
"per Hour","EXECUTIVE AGENCY COUNSEL",2016,3,,,,,,,TRUE
"per Hour","EXECUTIVE AGENCY COUNSEL",2017,3,,,,,,,TRUE
"per Hour","EXECUTIVE AGENCY COUNSEL",2018,2,,,,,,,TRUE
"per Hour","EXECUTIVE AGENCY COUNSEL",2019,1,,,,,,,TRUE
"per Hour","EXECUTIVE AGENCY COUNSEL",2020,1,,,,,,,TRUE
"per Hour","EXECUTIVE AGENCY COUNSEL",2021,2,,,,,,,TRUE
"per Hour","EXECUTIVE AGENCY COUNSEL",2022,1,,,,,,,TRUE
"per Hour","EXECUTIVE AGENCY COUNSEL",2023,1,,,,,,,TRUE
