"agency","fiscal_year","n","median_base","median_total_comp","real_median_total","total_ot_paid","mean_ot_paid","median_ot_hours","ot_share_of_pay","pct_with_ot","suppressed"
"BROOKLYN COMMUNITY BOARD #11",2017,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2018,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2019,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2020,1,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2021,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2022,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2023,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2024,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #11",2025,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2014,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2015,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2016,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2017,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2018,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2019,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2020,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2021,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2022,1,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2023,1,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2024,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #12",2025,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2014,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2015,1,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2016,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2017,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2018,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2019,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2020,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2021,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2022,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2023,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2024,4,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #13",2025,4,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2014,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2015,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2016,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2017,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2018,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2019,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2020,1,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2021,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2022,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2023,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2024,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #14",2025,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2014,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2015,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2016,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2017,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2018,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2019,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2020,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2021,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2022,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2023,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2024,1,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #15",2025,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2014,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2015,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2016,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2017,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2018,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2019,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2020,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2021,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2022,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2023,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2024,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #16",2025,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2014,4,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2015,4,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2016,4,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2017,4,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2018,4,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2019,4,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2020,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2021,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2022,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2023,4,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2024,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #17",2025,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2014,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2015,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2016,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2017,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2018,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2019,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2020,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2021,1,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2022,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2023,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2024,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #18",2025,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #2",2014,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #2",2015,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #2",2016,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #2",2017,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #2",2018,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #2",2019,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #2",2020,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #2",2021,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #2",2022,1,,,,4977.31,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #2",2023,1,,,,6054.53,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #2",2024,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #2",2025,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #3",2014,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #3",2015,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #3",2016,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #3",2017,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #3",2018,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #3",2019,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #3",2020,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #3",2021,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #3",2022,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #3",2023,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #3",2024,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #3",2025,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #4",2014,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #4",2015,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #4",2016,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #4",2017,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #4",2018,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #4",2019,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #4",2020,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #4",2021,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #4",2022,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #4",2023,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #4",2024,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #4",2025,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #5",2014,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #5",2015,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #5",2016,1,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #5",2017,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #5",2018,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #5",2019,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #5",2020,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #5",2021,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #5",2022,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #5",2023,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #5",2024,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #5",2025,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #6",2014,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #6",2015,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #6",2016,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #6",2017,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #6",2018,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #6",2019,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #6",2020,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #6",2021,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #6",2022,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #6",2023,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #6",2024,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #6",2025,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #7",2014,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #7",2015,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #7",2016,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #7",2017,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #7",2018,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #7",2019,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #7",2020,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #7",2021,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #7",2022,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #7",2023,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #7",2024,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #7",2025,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #8",2014,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #8",2015,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #8",2016,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #8",2017,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #8",2018,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #8",2019,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #8",2020,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #8",2021,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #8",2022,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #8",2023,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #8",2024,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #8",2025,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #9",2014,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #9",2015,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #9",2017,1,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #9",2018,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #9",2019,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #9",2020,2,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #9",2021,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #9",2022,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #9",2023,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #9",2024,3,,,,0,,,,,TRUE
"BROOKLYN COMMUNITY BOARD #9",2025,3,,,,0,,,,,TRUE
"BUSINESS INTEGRITY COMMISSION",2014,63,58307,57611.7,75773.4069963446,42394.18,672.923492063492,0,0.0104284782629091,0.301587301587302,FALSE
"BUSINESS INTEGRITY COMMISSION",2015,71,56737,57629.77,75431.8599984879,46045.71,648.531126760563,0,0.0105639751513807,0.450704225352113,FALSE
"BUSINESS INTEGRITY COMMISSION",2016,76,58246.5,55126.005,71740.464849882,50028.51,658.269868421053,0,0.0103511484766446,0.31578947368421,FALSE
"BUSINESS INTEGRITY COMMISSION",2017,77,56567,58787.47,75179.4526068642,52551.99,682.493376623376,0,0.00966590358519784,0.246753246753247,FALSE
"BUSINESS INTEGRITY COMMISSION",2018,80,59482,57041.985,71673.3317180031,82802.94,1035.03675,0,0.0158530153257088,0.3,FALSE
"BUSINESS INTEGRITY COMMISSION",2019,76,58865,58493.315,72216.698191662,102431.59,1347.78407894737,0,0.0212428631552991,0.328947368421053,FALSE
"BUSINESS INTEGRITY COMMISSION",2020,80,62495.5,62099.12,75336.4655751895,166561.02,2082.01275,0,0.0288408750325386,0.35,FALSE
"BUSINESS INTEGRITY COMMISSION",2021,78,63626.5,64881.685,77120.4369886895,138513.11,1775.8091025641,0,0.0239880059684407,0.294871794871795,FALSE
"BUSINESS INTEGRITY COMMISSION",2022,70,67946.75,64849.435,73378.3169303499,115232.61,1646.18014285714,0,0.0234600170465748,0.385714285714286,FALSE
"BUSINESS INTEGRITY COMMISSION",2023,68,73420,76684.165,82410.5698988934,86550.26,1272.79794117647,0,0.015393776976835,0.397058823529412,FALSE
"BUSINESS INTEGRITY COMMISSION",2024,64,73661.5,71646.47,74443.589539932,26276.15,410.56484375,0,0.00460667237024009,0.203125,FALSE
"BUSINESS INTEGRITY COMMISSION",2025,62,80362,79078.19,79078.19,38328.39,618.199838709678,0,0.00678810645244342,0.145161290322581,FALSE
"CAMPAIGN FINANCE BOARD",2014,80,66500,64903.655,85364.1025323908,219057.81,2738.222625,7,0.0363065335284518,0.5,FALSE
"CAMPAIGN FINANCE BOARD",2015,85,68000,68115.49,89156.665129991,129228.4,1520.33411764706,0,0.0199595280073995,0.423529411764706,FALSE
"CAMPAIGN FINANCE BOARD",2016,87,72000,73338.11,95441.527145161,104656.75,1202.95114942529,0,0.0153686175551349,0.390804597701149,FALSE
"CAMPAIGN FINANCE BOARD",2017,87,72000,74675.85,95498.0632089168,163183.75,1875.67528735632,0,0.0224151820684895,0.471264367816092,FALSE
"CAMPAIGN FINANCE BOARD",2018,99,77000,80669.5,101361.33644412,414277.5,4184.62121212121,17.5,0.0477779458842439,0.646464646464647,FALSE
"CAMPAIGN FINANCE BOARD",2019,100,80300.5,80064.585,98848.9021486587,277396.79,2773.9679,10.5,0.0312118836002048,0.63,FALSE
"CAMPAIGN FINANCE BOARD",2020,108,90000,84608.535,102644.095188381,365484.27,3384.11361111111,6.125,0.0364568427081843,0.601851851851852,FALSE
"CAMPAIGN FINANCE BOARD",2021,108,79750,83772.525,99574.691003261,531725.99,4923.3887962963,17.875,0.0541988602727413,0.657407407407407,FALSE
"CAMPAIGN FINANCE BOARD",2022,115,85492,94438.02,106858.339811823,472172.94,4105.85165217391,7.75,0.0421408452445959,0.626086956521739,FALSE
"CAMPAIGN FINANCE BOARD",2023,138,82561.5,84780.61,91111.6185000622,424660.62,3077.25086956522,3.625,0.034795898932792,0.579710144927536,FALSE
"CAMPAIGN FINANCE BOARD",2024,156,89432.5,90664.465,94204.0580410665,624056.5,4000.36217948718,7.75,0.0401623839561015,0.596153846153846,FALSE
"CAMPAIGN FINANCE BOARD",2025,172,90108,92796.76,92796.76,809876.72,4708.58558139535,7.75,0.0459637902515833,0.575581395348837,FALSE
"CITY CLERK",2014,56,40329,43657.64,57420.4219667167,37566.23,670.825535714286,0,0.0112439070883867,0.392857142857143,FALSE
"CITY CLERK",2015,64,43774,46670.29,61086.94831454,6537.04,102.14125,0,0.00179190929969277,0.296875,FALSE
"CITY CLERK",2016,63,45827,45604.85,59349.7232097472,0,0,0,0,0,FALSE
"CITY CLERK",2017,68,42317.5,42265.96,54051.1734337881,3845.61,56.5530882352941,0,0.000987358305972378,0.25,FALSE
"CITY CLERK",2018,62,46000,45763.54,57501.9502391108,1963.69,31.6724193548387,0,0.000539335773453103,0.032258064516129,FALSE
"CITY CLERK",2019,67,48000,45380.88,56027.8950617182,564.79,8.42970149253731,0,0.000144668925999169,0.0447761194029851,FALSE
"CITY CLERK",2020,62,46473,46385.07,56272.7334824995,12.05,0.194354838709677,0,3.11688920117446e-06,0.0161290322580645,FALSE
"CITY CLERK",2021,60,46473,48815.32,58023.4439062844,0,0,0,0,0,FALSE
"CITY CLERK",2022,57,49440,48264.33,54611.968526341,4926.28,86.4259649122807,0,0.00129972456006468,0.210526315789474,FALSE
"CITY CLERK",2023,57,55457,58341,62697.6254937553,2135.97,37.4731578947368,0,0.000497628421300236,0.228070175438596,FALSE
"CITY CLERK",2024,59,56676,54985.88,57132.560490586,2525.04,42.7972881355932,0,0.000540967141889239,0.135593220338983,FALSE
"CITY CLERK",2025,55,57530,57750.89,57750.89,23.18,0.421454545454546,0,5.22846075031281e-06,0.0545454545454545,FALSE
"CITY COUNCIL",2014,272,75000,59346.495,78055.0846345713,112,0.411764705882353,0,6.02464316597959e-06,0.00367647058823529,FALSE
"CITY COUNCIL",2015,311,75000,70265.59,91970.940498134,2.03,0.00652733118971058,0,8.3097861964712e-08,0.00321543408360129,FALSE
"CITY COUNCIL",2016,316,73934.5,69196.66,90051.8830352252,0.91,0.00287974683544303,0,3.61872509395305e-08,0.00316455696202532,FALSE
"CITY COUNCIL",2017,313,80000,76104.25,97324.7505983153,0,0,0,0,0,FALSE
"CITY COUNCIL",2018,340,77250,69828.195,87739.2219696493,0,0,0,0,0,FALSE
"CITY COUNCIL",2019,417,85890,79600.58,98276.0348210944,0,0,0,0,0,FALSE
"CITY COUNCIL",2020,408,92679,86181.76,104552.676357559,0,0,0,0,0,FALSE
"CITY COUNCIL",2021,380,90286.5,87235.8,103691.249958412,0,0,0,0,0,FALSE
"CITY COUNCIL",2022,348,105000,82423.32,93263.4879149162,0,0,0,0,0,FALSE
"CITY COUNCIL",2023,413,95000,89753.3,96455.6450905653,0,0,0,0,0,FALSE
"CITY COUNCIL",2024,453,98323,99147.63,103018.410698769,0,0,0,0,0,FALSE
"CITY COUNCIL",2025,785,86757,84990.93,84990.93,0,0,0,0,0,FALSE
"CIVIL SERVICE COMMISSION",2014,6,,,,15975.35,,,,,TRUE
"CIVIL SERVICE COMMISSION",2015,7,,,,33010.12,,,,,TRUE
"CIVIL SERVICE COMMISSION",2016,7,,,,7736.87,,,,,TRUE
"CIVIL SERVICE COMMISSION",2017,8,,,,3890.58,,,,,TRUE
"CIVIL SERVICE COMMISSION",2018,8,,,,255.93,,,,,TRUE
"CIVIL SERVICE COMMISSION",2019,8,,,,0,,,,,TRUE
"CIVIL SERVICE COMMISSION",2020,8,,,,0,,,,,TRUE
"CIVIL SERVICE COMMISSION",2021,8,,,,0,,,,,TRUE
"CIVIL SERVICE COMMISSION",2022,8,,,,0,,,,,TRUE
"CIVIL SERVICE COMMISSION",2023,6,,,,35.48,,,,,TRUE
"CIVIL SERVICE COMMISSION",2024,7,,,,0.09,,,,,TRUE
"CIVIL SERVICE COMMISSION",2025,7,,,,0,,,,,TRUE
"CIVILIAN COMPLAINT REVIEW BD",2014,151,49045,47102.97,61951.8694387878,306231.95,2028.0261589404,25.25,0.0384738957247173,0.66887417218543,FALSE
"CIVILIAN COMPLAINT REVIEW BD",2015,141,51288,49909.76,65327.1048778805,357651.6,2536.53617021277,28,0.0449060660518858,0.73758865248227,FALSE
"CIVILIAN COMPLAINT REVIEW BD",2016,146,52570,50388.67,65575.3416008888,300788.32,2060.19397260274,16.875,0.0371569611466354,0.671232876712329,FALSE
"CIVILIAN COMPLAINT REVIEW BD",2017,158,64460,59546.585,76150.2351590927,322397.25,2040.48892405063,13.5,0.0311346322688457,0.588607594936709,FALSE
"CIVILIAN COMPLAINT REVIEW BD",2018,172,64460,64181.41,80644.0289386697,385097.72,2238.94023255814,0,0.0334324062677071,0.47093023255814,FALSE
"CIVILIAN COMPLAINT REVIEW BD",2019,168,67258,72159.575,89089.2617286881,464901.54,2767.27107142857,1.125,0.036455710812918,0.529761904761905,FALSE
"CIVILIAN COMPLAINT REVIEW BD",2020,191,69245,70162.69,85118.9047420913,319650.02,1673.56031413613,0,0.0215933156394255,0.460732984293194,FALSE
"CIVILIAN COMPLAINT REVIEW BD",2021,181,69245,69186.94,82237.8001852178,56936.68,314.56729281768,0,0.00405752731953337,0.209944751381215,FALSE
"CIVILIAN COMPLAINT REVIEW BD",2022,198,69245,69133.405,78225.707017559,179197.21,905.036414141414,0,0.0127653669757356,0.373737373737374,FALSE
"CIVILIAN COMPLAINT REVIEW BD",2023,210,75666,75277.22,80898.5610080566,240929.75,1147.28452380952,0,0.0143288491102068,0.376190476190476,FALSE
"CIVILIAN COMPLAINT REVIEW BD",2024,220,77936,80424.685,83564.5111199243,302403.8,1374.56272727273,0,0.0153246688183806,0.445454545454545,FALSE
"CIVILIAN COMPLAINT REVIEW BD",2025,230,80469,78535.415,78535.415,325031.78,1413.18165217391,0,0.0160359717690787,0.291304347826087,FALSE
"COMMISSION ON RACIAL EQUITY",2024,6,,,,0,,,,,TRUE
"COMMISSION ON RACIAL EQUITY",2025,13,,,,0,,,,,TRUE
"COMMUNITY COLLEGE (BRONX)",2014,802,60775,58598.94,77071.867870144,673893.62,840.266359102245,0,0.0139892375842597,0.197007481296758,FALSE
"COMMUNITY COLLEGE (BRONX)",2015,796,61903,61874.655,80988.0086874325,621397.17,780.649711055276,0,0.0124295351585892,0.223618090452261,FALSE
"COMMUNITY COLLEGE (BRONX)",2016,828,61903,59916.95,77975.3556490651,581153.52,701.876231884058,0,0.011428541069889,0.202898550724638,FALSE
"COMMUNITY COLLEGE (BRONX)",2017,862,68351,77745.485,99423.618756772,579368.91,672.121705336428,0,0.00850253547862188,0.243619489559165,FALSE
"COMMUNITY COLLEGE (BRONX)",2018,888,67806,66691.07,83797.4201412971,445160.05,501.306362612614,0,0.00723538989370688,0.153153153153153,FALSE
"COMMUNITY COLLEGE (BRONX)",2019,849,69193,67948.95,83890.7628092258,342138.35,402.989811542992,0,0.00562404937219969,0.136631330977621,FALSE
"COMMUNITY COLLEGE (BRONX)",2020,810,74621,73477.79,89140.6673214694,170974.89,211.08011111111,0,0.00274437442139199,0.175308641975309,FALSE
"COMMUNITY COLLEGE (BRONX)",2021,781,78144,77899.17,92593.4342096111,73525.27,94.1424711907812,0,0.0011882476218811,0.0973111395646607,FALSE
"COMMUNITY COLLEGE (BRONX)",2022,726,84946,82464.74,93310.3553993786,174751.48,240.704517906337,0,0.00295636998184058,0.0977961432506887,FALSE
"COMMUNITY COLLEGE (BRONX)",2023,711,86645,85352.16,91725.8491071988,330480.07,464.810225035162,0,0.00554175648291881,0.10407876230661,FALSE
"COMMUNITY COLLEGE (BRONX)",2024,682,90375,88393.645,91844.5839176509,403096.96,591.051260997065,0,0.00691783591387521,0.120234604105572,FALSE
"COMMUNITY COLLEGE (BRONX)",2025,709,90375,93122.03,93122.03,462947.35,652.958180535968,0,0.00716238817429637,0.141043723554302,FALSE
"COMMUNITY COLLEGE (HOSTOS)",2014,549,59893,58695.57,77198.9598378877,390832.19,711.898342440801,0,0.0116473594222071,0.163934426229508,FALSE
"COMMUNITY COLLEGE (HOSTOS)",2015,557,61903,58715.79,76853.3563639177,342144.13,614.262351885098,0,0.0099610908603109,0.170556552962298,FALSE
"COMMUNITY COLLEGE (HOSTOS)",2016,572,61903,60758.115,79070.039875057,453904.36,793.539090909091,0,0.0127392441379087,0.15034965034965,FALSE
"COMMUNITY COLLEGE (HOSTOS)",2017,592,67473,76870.1,98304.1461017953,644299.41,1088.34359797297,0,0.0140579616946223,0.194256756756757,FALSE
"COMMUNITY COLLEGE (HOSTOS)",2018,603,67473,65636.74,82472.6530626226,567543.43,941.19971807628,0,0.0137149612566418,0.144278606965174,FALSE
"COMMUNITY COLLEGE (HOSTOS)",2019,599,68351,65842.68,81290.3312060563,543611.16,907.531151919865,0,0.013186489703332,0.165275459098498,FALSE
